created_at,lead_name,company,channel,email,phone,website,summary,goal,offer_interest,status,lead_score,next_step,next_step_due,preferred_reply_channel,last_contact_at,offer_sent_at,follow_up_stage,deal_value_estimate,notes
,,,,,,,,,,Neu,,,,,,,,,
